BLOCK,LOT,PROPERTY,SUBJECT TO THE PROGRAM Y/N,TIER,STATUS,BOS DISTRICT
1270,33,848 ASHBURY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
1270,38,816 ASHBURY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
1271,2,859 CLAYTON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1273,14,1050 STANYAN ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1273,10,170 PARNASSUS AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1274,11,226 PARNASSUS AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1274,27,257 CARL ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1275,12,322 PARNASSUS AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1278,14,1060 COLE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1278,16,1040 COLE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1280,7,481 BELVEDERE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1282,24,275 GRATTAN ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1282,15,1168 STANYAN ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1286,1,553 BELVEDERE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1288,2,1409 SHRADER ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1290,1,4801 17TH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1332,18,195 26TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
1333,22,2450 LAKE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
1346,7,10 FUNSTON AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
1346,2,1108 LAKE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
1347,5,1030 LAKE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
1351,15,81 07TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
1351,16,87 07TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
1352,21,530 LAKE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
1363,17,4105 CALIFORNIA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
1363,7,125 03RD AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1365,15,4320 CALIFORNIA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
1365,34,110 06TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
1366,48,501 LAKE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1367,25,4540 CALIFORNIA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1371,25,178 12TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1371,26,174 12TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1371,13,161 11TH AVE,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1372,21,5020 CALIFORNIA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1378,17,5636 CALIFORNIA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1380,22,190 21ST AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1381,19,5940 CALIFORNIA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1383,15,175 23RD AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1383,41,2255 LAKE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1383,1,2201 LAKE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1385,22,260 26TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1385,12,267 25TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1385,21,270 26TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1386,34,234 27TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
1386,23,278 27TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
1387,12,261 27TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
1387,10,251 27TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
1404,40,322 30TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1405,28,390 29TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1406,2,319 27TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1406,5,331 27TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1409,10,351 24TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1412,21,262 22ND AVE,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1413,15,271 20TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1413,17,279 20TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1413,47,266 21ST AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1413,017A,283 20TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1413,35,232 21ST AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1414,14,271 19TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1415,22,234 19TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1417,17,1550 CLEMENT ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1417,33,5441 CALIFORNIA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1418,4,227 15TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1419,11,257 14TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1421,032A,5027 CALIFORNIA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1422,4,225 11TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1422,9,245 11TH AVE,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1426,48,266 08TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1429,10,249 04TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1429,15,269 04TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1430,44,200 04TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1430,43,216 04TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1432,12,363 ARGUELLO BL,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1434,6,319 02ND AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1434,33,334 03RD AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1435,5,335 03RD AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1437,33,320 06TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1439,31,342 08TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1439,30,348 08TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1441,4,325 09TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1441,2,321 09TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1442,8,337 10TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1444,12,361 12TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1451,41,302 20TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1453,11,355 21ST AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1456,7,445 24TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1457,015A,475 25TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1458,024A,474 27TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1470,45,485 38TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1475,22,424 44TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1475,31,435 43RD AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1475,23,422 44TH AVE,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1507,37,7333 GEARY BL,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1510,24,4340 ANZA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1516,47,6415 GEARY BL,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1516,46,6445 GEARY BL,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1517,27,532 28TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1519,27,560 26TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1520,5,531 24TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1520,30,534 25TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1523,40,426 22ND AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1530,28,410 15TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1534,20,1926 ANZA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1537,17,483 07TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1541,17,495 03RD AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1542,41,414 03RD AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1543,17,595 ARGUELLO BL,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1543,49,1010 ANZA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1543,14,569 ARGUELLO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1543,12,561 ARGUELLO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1544,13,653 ARGUELLO BL,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1547,37,550 05TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1548,35,562 06TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1548,44,518 06TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1548,42,530 06TH AVE,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1550,46,520 08TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1550,30,590 08TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1557,1,505 14TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1561,18,1720 BALBOA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1564,46,3021 ANZA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1569,7,647 26TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1570,17,622 28TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1571,005L,2738 BALBOA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1576,6,667 33RD AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1576,15,690 34TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1581,007G,695 38TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1583,46,600 41ST AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1587,23,690 45TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1591,13,685 48TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1593,32,4640 BALBOA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1596,1,4715 BALBOA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1597,44,4645 BALBOA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1606,21,3700 CABRILLO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1610,2,719 34TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1620,1,701 24TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1620,22,710 25TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1625,17,682 20TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1635,012A,695 09TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1636,12,678 09TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1637,24,654 08TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1638,24,630 07TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1644,16,2550 FULTON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1648,26,772 06TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1649,011F,3024 FULTON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1649,011A,777 06TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1649,011D,789 06TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1650,14,3124 FULTON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1654,44,1045 CABRILLO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1658,27,724 16TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1660,019A,4100 FULTON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1664,43,2045 CABRILLO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1664,25,790 22ND AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1664,30,5027 CALIFORNIA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1666,47,2245 CABRILLO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1667,49,2345 CABRILLO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1668,19,880 26TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1670,11,5130 FULTON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1674,6,895 31ST AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1674,12,830 32ND AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1676,6,890 34TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1688,001B,4417 CABRILLO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1688,20,6900 FULTON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1690,37,800 48TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1690,8,855 47TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",1
1711,19,1295 39TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
1726,17,1281 24TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
1726,26,1728 25TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
1730,8,1245 20TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
1731,47,1845 LINCOLN WY,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
1731,48,1231 19TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
1734,9,1253 16TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1734,8,1249 16TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1734,24,1266 17TH AVE,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1736,2,1211 14TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1739,14,1267 11TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1739,13,1263 11TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1741,16,1277 09TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1741,33,1254 10TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1742,10,1251 08TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1742,015B,1285 08TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1742,42,709 LINCOLN WY,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1742,2,1219 08TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1744,1,1201 06TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1744,4,1223 06TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1746,23,315 LINCOLN WY,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1747,2,1209 03RD AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1749,25,15 LINCOLN WY,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1749,7,1233 ARGUELLO BL,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1752,11,226 IRVING ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1762,8,1341 07TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1765,62,1382 11TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1766,26,1390 12TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1767,6,1323 12TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1767,24,1392 FUNSTON AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1771,5,1335 16TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1771,7,1345 16TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1775,11,1345 20TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
1788,18,2840 JUDAH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
1794,1,3801 IRVING ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
1795,1,1301 40TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
1799,14,1383 44TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
1800,1,1301 45TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
1801,51,1319 46TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
1802,12,1395 47TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
1815,18,1400 39TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
1822,34,2609 JUDAH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
1824,48,2415 JUDAH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
1845,1,301 JUDAH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1845,50,1470 09TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
1856,1,1501 10TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",7
1893,040A,1522 48TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
1896,20,1691 47TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
2001,49,4211 MORAGA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
2023,55,1790 27TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
2031,27,1700 19TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",7
2045,17,1895 08TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",7
2045,9,1851 08TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",7
2058,10,1814 22ND AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
2085,1,4101 NORIEGA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
2342,19,330 TARAVAL ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",7
2350,001G,2300 22ND AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
2355,13,2396 27TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
2359,12,2028 TARAVAL ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
2370,49,3100 TARAVAL ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
2409,36,2400 17TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",7
2453,20,2601 43RD AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
2483,11,372 WEST PORTAL AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",7
2513,25,2719 44TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",4
2611,16,88 CASTRO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2611,5,42 CASTRO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2611,42,2 CASTRO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2612,131,243 HENRY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2612,37,101 BUENA VISTA TR,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2612,17,2400 15TH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2614,8,3700 16TH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2617,33,964 ASHBURY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2622,6,328 CASTRO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2623,101,4170 17TH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2623,81,25 STATES ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2623,4,360 CASTRO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2629,37,1000 ASHBURY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2629,54,1040 ASHBURY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2629A,56,455 UPPER TR,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2629A,46,425 UPPER TR,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2630,007A,1135 STANYAN ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",5
2634,64,425 WARREN DR,Y,3,"Permit Submitted, CFC Required by 9/15/19",7
2634,59,485 WARREN DR,Y,3,"Permit Submitted, CFC Required by 9/15/19",7
2635,43,400 WARREN DR,Y,3,"Permit Submitted, CFC Required by 9/15/19",7
2635,42,414 WARREN DR,Y,3,"Permit Submitted, CFC Required by 9/15/19",7
2636,1,1555 05TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",7
2636,1,1560 05TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",7
2636,1,1570 05TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",7
2636,1,1580 05TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",7
2636,1,1585 05TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",7
2636,1,1575 05TH AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",7
2646,3,4314 17TH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2648,27,63 DIAMOND ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2649,11,68 DIAMOND ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2649,5,2605 MARKET ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2696,7,654 CASTRO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2696,40,642 CASTRO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2698,28,233 EUREKA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2712,23,445 CORBETT ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2714,5,30 CORWIN ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2717,33,607 CORBETT AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2717,57,10 GLENDALE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2719A,3,115 GRAYSTONE TR,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2719B,8,160 GRAYSTONE TR,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2719B,7,150 GRAYSTONE TR,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2719B,6,140 GRAYSTONE TR,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2719B,4,120 GRAYSTONE TR,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2745,34,310 GRAYSTONE TR,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2745,55,674 CORBETT AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2745,33,300 GRAYSTONE TR,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2750,1,4401 20TH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2751,20,311 DIAMOND ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2755,26,725 CORBETT AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2763,27,781 CORBETT AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2767,33,501 DOUGLASS ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2769,41,490 COLLINGWOOD ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2771,51,690 ALVARADO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2773,14,4272 23RD ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2778,34,833 CORBETT AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2778,10,10 ARGENT AL,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2779,3,824 CORBETT AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2779,1,800 CORBETT AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2802,9,4300 23RD ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2805,7,650 DIAMOND ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2808,51,955 CORBETT AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2826,126,24 PEREGO TR,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2828,44,505 GRAND VIEW AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2831,7,4118 24TH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2845,13,20 CRESTLINE DR,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2845,15,10 CRESTLINE DR,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2845,2,88 CRESTLINE DR,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2846,6,18 GARDENSIDE DR,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2847,44,969 BURNETT AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2847,40,811 BURNETT AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2847,39,815 BURNETT AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2847,55,825 BURNETT AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
2864,001D,350 LAGUNA HONDA BL,Y,3,"Permit Submitted, CFC Required by 9/15/19",7
3095,11,740 MONTEREY BL,Y,3,"Permit Submitted, CFC Required by 9/15/19",7
3115,53,675 MONTEREY BL,Y,3,"Permit Submitted, CFC Required by 9/15/19",7
3212,22,300 OCEAN AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",11
3502,25,156 DUBOCE AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
3502,84,80 ELGIN PK,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
3502,28,180 DUBOCE AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",8
3505,24,65 BRADY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",6
3511,13,1522 HOWARD ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",6
3511,73,1016 MINNA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",6
3511,40,48 LAFAYETTE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",6
